timestamp,ue_rnti,dl_cqi,dl_mcs,dl_bitrate,dl_bler,ul_snr,ul_mcs,ul_bitrate,ul_bler,ul_phr,ul_bsr,nof_rach
1698341346.438,73,5.0,0.0,51870.965,0.0,26.614517,24.0,1241806.4,0.0,0.0,0,6
1698341346.539,73,0.1,7.4827585,231733.33,0.0,26.547577,24.0,10257600.0,0.0,40.0,101852,6
1698341346.638,73,5.0,7.47541,171360.0,0.0,26.295671,24.0,7458480.0,0.0,40.0,0,6
1698341346.739,73,0.1,7.2222223,99259.26,0.0,26.461319,24.0,8389333.0,0.0,0.0,120538,6
1698341346.838,73,5.0,7.25,185538.45,0.0,26.450897,24.0,7479692.0,0.0,0.0,0,6
1698341346.9390001,73,5.0,7.2777777,27070.705,0.0,26.723043,24.0,2331070.5,0.0,40.0,120538,6
1698341347.038,73,5.0,7.142857,185739.11,0.0,26.152197,24.0,7062260.5,0.0,0.0,0,6
1698341347.139,73,0.1,0.0,0.0,0.0,27.228146,24.0,1164727.1,0.0,40.0,140365,6
1698341347.239,73,5.0,7.541666,210989.89,0.0,26.378273,24.0,10361211.0,0.0,40.0,11738,6
1698341347.3400002,73,0.1,0.0,0.0,0.0,27.156483,24.0,1348631.5,0.0,40.0,140365,6
1698341347.4390001,73,5.0,6.375,253176.45,0.0,26.417496,24.0,10811294.0,0.0,40.0,11738,6
1698341347.538,73,5.0,8.0,36990.098,0.0,26.083176,24.0,1291009.9,0.0,0.0,0,6
1698341347.639,73,0.1,8.0,251199.98,0.0,26.510626,24.0,10398400.0,0.0,0.0,42172,6
1698341347.7380002,73,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6
1698341347.8400002,73,5.0,7.5616436,165840.0,0.0,26.369024,24.0,8462320.0,0.0,40.0,42172,6
1698341347.938,73,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6
1698341348.04,73,0.1,6.5,194909.08,0.0,26.36282,24.0,10295999.0,0.0,0.0,72259,6
1698341348.138,73,5.0,7.4468083,128480.0,0.0,26.234522,24.0,5406960.0,0.0,40.0,0,6
1698341348.2380002,73,0.1,0.0,268000.0,0.0,25.848022,24.0,16019999.0,0.0,0.0,72003,6
1698341348.338,73,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6
1698341348.4390001,73,5.0,7.780488,74720.0,0.0,26.398245,24.0,4359280.0,0.0,40.0,101852,6
1698341348.538,73,5.0,7.6190476,170560.0,0.0,26.33584,24.0,7458480.0,0.0,40.0,0,6
1698341348.639,73,5.0,7.6571426,75474.74,0.0,26.581331,24.0,4403313.0,0.0,40.0,101596,6
